synthetic_distribution,context_len,head_dim,trials,seed,kv_bits,scale_format,hadamard,hadamard_block,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value,estimated_hadamard_stages,estimated_hadamard_butterflies_per_vector,estimated_hadamard_addsub_outputs_per_vector
laplace,256,64,32,2713640311,4,Q8.8,H8,8,group8,8,0.0687694031372658,0.10292641460366246,0.9948277330000976,0.00034668299850529354,-0.0023619085400028708,1.4147123316676602,1.4149184378857866,0.06861046318274545,0.10294024891583416,0.004559460662781194,0.007641431746070744,0.004555315772730388,0.004576928001878875,32.0,16.0,48.0,96.0,6.0,3,96,192
laplace,256,64,32,2713640311,4,Q8.8,H16,16,group64,64,0.106686694747005,0.1475859655990224,0.9884457224547294,-0.0036938214971811013,-0.0003423954553744589,1.4179679546148023,1.418007278106808,0.10664473358809526,0.14793680798904826,0.0031003706573838425,0.007584831141611946,0.003108333759842821,0.0030937398517629066,32.0,2.0,34.0,68.0,4.25,4,128,256
laplace,256,64,32,2713640311,4,Q8.8,H16,16,group32,32,0.09522183905831834,0.1333645951488692,0.9909528100075523,-0.001154651420753544,-0.001635555549956744,1.417198035975394,1.4169924781173386,0.09517427551701381,0.1335358006814266,0.0034124481134974916,0.006389273906920137,0.0034666685593199337,0.003470485199010511,32.0,4.0,36.0,72.0,4.5,4,128,256
laplace,256,64,32,2713640311,4,Q8.8,H16,16,group16,16,0.08169966726359158,0.11207081938486917,0.9935099148274168,0.0005822258345351599,-5.930400901656046e-05,1.4165377891231665,1.416282124353533,0.08156415582462921,0.11176329629716208,0.003947581721354717,0.006652761811517725,0.003941215502090247,0.0039571481191911975,32.0,8.0,40.0,80.0,5.0,4,128,256
laplace,256,64,32,2713640311,4,Q8.8,H16,16,group8,8,0.07065796181064356,0.09920099301241012,0.9950313656822354,-0.00021342397719230523,0.0019876583856844963,1.415988528707595,1.4157192382136456,0.07051744341939105,0.09819571093740073,0.004491473091109128,0.007299489120831901,0.004490942166292987,0.004489816532378427,32.0,16.0,48.0,96.0,6.0,4,128,256
laplace,256,64,32,2713640311,4,Q8.8,H32,32,group64,64,0.10452926780504,0.1467160025272652,0.9887615434213302,0.0008485776864731986,-1.888939199933947e-05,1.4195921822238446,1.4190627960783735,0.10451031448309564,0.1467219993747827,0.003124851384927377,0.007249786821274882,0.0031362284959229915,0.003167420890348398,32.0,2.0,34.0,68.0,4.25,5,160,320
laplace,256,64,32,2713640311,4,Q8.8,H32,32,group32,32,0.09354623576331232,0.1269395057795274,0.9916013582300788,0.0011846790072895296,-0.00030152819883609057,1.4187914363312855,1.4181343701152793,0.09345141047244332,0.12725124036896274,0.0034672600426972687,0.0069134201775710065,0.0034882315363963597,0.0035277769590481437,32.0,4.0,36.0,72.0,4.5,5,160,320
laplace,256,64,32,2713640311,4,Q8.8,H32,32,group16,16,0.08296293723283313,0.11090657693671228,0.9934042769811875,0.001737788993327437,-0.0039601623512857285,1.4181021536914378,1.417618402232441,0.08284473757481109,0.11095051369103777,0.003907111784072538,0.006814835616015141,0.003926630247054096,0.003925255089008997,32.0,8.0,40.0,80.0,5.0,5,160,320
laplace,256,64,32,2713640311,4,Q8.8,H32,32,group8,8,0.07082634504767737,0.09781869080272425,0.994994355325668,8.112664027427237e-05,-0.0047950592051372075,1.4173293699485519,1.417022054440545,0.07067733269190003,0.09758861735292475,0.004402498050809904,0.006876631483922591,0.004455293880697655,0.004469321222995416,32.0,16.0,48.0,96.0,6.0,5,160,320
laplace,256,64,32,2713640311,4,Q8.8,H64,64,group64,64,0.10617131834062439,0.14797688825465172,0.9884704028674296,0.0007684752587627843,0.0033489306769758634,1.42009732749336,1.419916355534387,0.10613963845335656,0.14749757103211275,0.0031720801729771225,0.009217169696051084,0.003156495655665365,0.003152969928795185,32.0,2.0,34.0,68.0,4.25,6,192,384
laplace,256,64,32,2713640311,4,Q8.8,H64,64,group32,32,0.09625984879879944,0.1345986487320411,0.99055310166197,-0.00016549901736397503,0.0029598350106940837,1.419220617393012,1.4193445884314935,0.09612887830288121,0.13482567282642116,0.003440130859640167,0.008286094180704664,0.0034629731433900024,0.0034748382095617955,32.0,4.0,36.0,72.0,4.5,6,192,384
laplace,256,64,32,2713640311,4,Q8.8,H64,64,group16,16,0.08487560564290936,0.11447201788339438,0.9931981780952314,0.0010901079709737635,0.0009465303908714266,1.4185397791496526,1.4185460604295783,0.08471555907031984,0.11479990763007726,0.003855734847994987,0.008234946864065808,0.003893372732278238,0.003891443443546626,32.0,8.0,40.0,80.0,5.0,6,192,384
laplace,256,64,32,2713640311,4,Q8.8,H64,64,group8,8,0.07068194954552877,0.10029985598850669,0.9949993367620038,0.0003806493564096357,0.0011272386605398208,1.4179599345569602,1.4178058147448598,0.07040682463838041,0.10095800565881138,0.004447235915092073,0.008485158269525379,0.004456289759492346,0.004456004274852701,32.0,16.0,48.0,96.0,6.0,6,192,384
laplace,512,64,16,262271521,4,Q8.8,none,1,group64,64,0.13768910710205728,0.19797148062419764,0.9811991418448678,-0.0005179262197244048,0.003294900293468736,0.13849886728043406,0.13858013010615705,0.1376670443286965,0.19755502488887305,0.0024683549053305274,0.005537674445990405,0.0024535970317801706,0.0024628643991914502,32.0,2.0,34.0,68.0,4.25,0,0,0
laplace,512,64,16,262271521,4,Q8.8,none,1,group32,32,0.119101416426807,0.16155585444617604,0.9871112113705705,-0.002327305320941225,-0.007685424908469212,0.1195058913397632,0.11964054354693092,0.1190666269150061,0.1612693710762569,0.0028477203404049644,0.005323775756198886,0.002845856837299303,0.002856410687102311,32.0,4.0,36.0,72.0,4.5,0,0,0
laplace,512,64,16,262271521,4,Q8.8,none,1,group16,16,0.10110697516103957,0.14280973923837256,0.9899779317494923,-0.00010302360185088791,-0.00577110107463685,0.10027415696070555,0.10028284392710721,0.10100714480935293,0.14254617508231895,0.0033787136514439593,0.0055368905977432195,0.0033721192870341866,0.003373012983706703,32.0,8.0,40.0,80.0,5.0,0,0,0
laplace,512,64,16,262271521,4,Q8.8,none,1,group8,8,0.08113990157423412,0.11432660246430773,0.9935675153608061,0.0007937378304376669,-0.005800736100475828,0.08056832377818028,0.08058520952663119,0.0810374541341394,0.11388445060710979,0.004054403018801338,0.0064396763979253455,0.004062824000518784,0.00405663702482833,32.0,16.0,48.0,96.0,6.0,0,0,0
laplace,512,64,16,262271521,4,Q8.8,H4,4,group64,64,0.11607195402832203,0.17024785756987262,0.9860114465305272,-0.00033412781121597914,-0.0021830544602839913,1.4182124890994552,1.4198655882143982,0.11608959214112026,0.1697494953643097,0.0028836469128706286,0.0067455299988075845,0.0028980360967733134,0.0029278815842372855,32.0,2.0,34.0,68.0,4.25,2,64,128
laplace,512,64,16,262271521,4,Q8.8,H4,4,group32,32,0.10158504410502224,0.1386524156115804,0.9903652915693851,-0.0003483877206273566,0.0008835122976169659,1.417490975293597,1.4187567406249737,0.10153090685880271,0.13860426250701982,0.003270687412870115,0.005787626698479061,0.0032836564099404256,0.003322069690534842,32.0,4.0,36.0,72.0,4.5,2,64,128
laplace,512,64,16,262271521,4,Q8.8,H4,4,group16,16,0.08587803337284834,0.1232011171175098,0.9926575026812131,-0.0014259867386887852,-0.0017167217203638496,1.4165502018331282,1.417765658089185,0.08580643475244211,0.12347386947090079,0.0037633497268432254,0.0055642140439400994,0.0037934951470726896,0.0038392261140820293,32.0,8.0,40.0,80.0,5.0,2,64,128
laplace,512,64,16,262271521,4,Q8.8,H4,4,group8,8,0.07003196743049757,0.09418501629499104,0.9956040848922314,-0.0008987562657459158,-0.0008604911138062964,1.4156179572725096,1.4167787006200285,0.0699862630326297,0.09403072883191453,0.004447167874772085,0.006509401396764492,0.004461270958965846,0.004490683833591393,32.0,16.0,48.0,96.0,6.0,2,64,128
laplace,512,64,16,262271521,4,Q8.8,H8,8,group64,64,0.11148719065604908,0.1536361108296617,0.9881844006063676,0.0004887050023035227,-7.927576077130288e-05,1.4189618741204664,1.421600912142919,0.11145576354035014,0.15385115992283588,0.002996619225433029,0.0077553132845539115,0.0030014000465364557,0.0030203616530959146,32.0,2.0,34.0,68.0,4.25,3,96,192
laplace,512,64,16,262271521,4,Q8.8,H8,8,group32,32,0.0982648430564107,0.13627823738685851,0.9907719246151379,0.001130939099500411,0.0020064770200364677,1.4179781663653948,1.420598382286034,0.09818016996007446,0.13575787892851807,0.0034105078522770455,0.007764377447704727,0.0034106512427886384,0.0034069845125038935,32.0,4.0,36.0,72.0,4.5,3,96,192
laplace,512,64,16,262271521,4,Q8.8,H8,8,group16,16,0.08537009150240615,0.12046771187551279,0.9928864495047959,0.0005505501623254918,-0.0009118055430614658,1.4172717707219533,1.4199633512070673,0.08532364761154322,0.1206935192714501,0.003951276090712719,0.007209806940614924,0.0039048033468261386,0.003903873817858952,32.0,8.0,40.0,80.0,5.0,3,96,192
laplace,512,64,16,262271521,4,Q8.8,H8,8,group8,8,0.06943904770505573,0.09620555282864204,0.9954475019652923,7.597157793456492e-05,4.785941254151122e-06,1.4163437555506733,1.4191584879281112,0.0693306278465303,0.09557974448425245,0.004553868516546506,0.007160610897207051,0.004550281829878471,0.00455792962042124,32.0,16.0,48.0,96.0,6.0,3,96,192
laplace,512,64,16,262271521,4,Q8.8,H16,16,group64,64,0.10702588531751424,0.15231445610361072,0.9885896577525639,-0.0008489704086494781,-0.0026186258814404565,1.4201719313676293,1.417923880857547,0.10702031647270428,0.15230202906522564,0.00309460610467297,0.007514753913378683,0.0030935526846823905,0.003120392122415588,32.0,2.0,34.0,68.0,4.25,4,128,256
laplace,512,64,16,262271521,4,Q8.8,H16,16,group32,32,0.09534014965801593,0.13791796354955171,0.9909410325118418,0.00018438290301083058,0.00025133376654439275,1.4193966372604498,1.4172984694680446,0.09528389747086112,0.13790051237387171,0.0034477429275565474,0.006696580129018213,0.0034652588420499334,0.0034887894242347384,32.0,4.0,36.0,72.0,4.5,4,128,256
laplace,512,64,16,262271521,4,Q8.8,H16,16,group16,16,0.08288400623609303,0.11646917797455618,0.9933240486181689,0.0007545956896623117,-0.0012982078884468066,1.4187128168258458,1.4166692495195174,0.08281542480210298,0.11606488363140466,0.00397147828992382,0.006995400252577323,0.003949884240206576,0.003962789772402288,32.0,8.0,40.0,80.0,5.0,4,128,256
laplace,512,64,16,262271521,4,Q8.8,H16,16,group8,8,0.07073316798346878,0.09829025085397194,0.9953087571799539,0.0007815040562685435,0.0028024445798189982,1.418209203467027,1.415945373940643,0.07059778288019246,0.09795144686259953,0.004547682537570504,0.007415617995984743,0.004482759004909627,0.004499041824162485,32.0,16.0,48.0,96.0,6.0,4,128,256
laplace,512,64,16,262271521,4,Q8.8,H32,32,group64,64,0.10751831420972884,0.15972449936787442,0.9890828368505205,0.0005726955332515468,-0.003910283834307212,1.4200257811637194,1.4192686344993684,0.10738628962757568,0.15881227346040827,0.0031181812231475437,0.00742149753926004,0.0031557481696894312,0.003112165774965996,32.0,2.0,34.0,68.0,4.25,5,160,320
laplace,512,64,16,262271521,4,Q8.8,H32,32,group32,32,0.09493955473287996,0.1399081601672867,0.9910938878995255,-0.0005557410950491169,-0.00020884726303476358,1.419339234424735,1.4185943336288505,0.0948157451692254,0.13922887657297942,0.0035334708153067834,0.006819457359745134,0.003500377560545744,0.003481592018649928,32.0,4.0,36.0,72.0,4.5,5,160,320
laplace,512,64,16,262271521,4,Q8.8,H32,32,group16,16,0.08387687466286124,0.12149322250504867,0.9932391395345399,-0.0002265457603630057,0.003221618900186097,1.4185461615490074,1.4178218701039904,0.08381612449804576,0.12143174927396343,0.003909720870342509,0.006380021186903714,0.0039105195139668885,0.0038930975570447566,32.0,8.0,40.0,80.0,5.0,5,160,320
laplace,512,64,16,262271521,4,Q8.8,H32,32,group8,8,0.0710275975787583,0.09708743252949388,0.995510646708482,1.7511326832871418e-05,1.1383751048494427e-05,1.4176947248141414,1.4171164032848198,0.07097058329595778,0.0970458269047099,0.0044103151629668914,0.006764200616289916,0.004459041793612794,0.004450048892820289,32.0,16.0,48.0,96.0,6.0,5,160,320
laplace,512,64,16,262271521,4,Q8.8,H64,64,group64,64,0.10727120511037135,0.15170339098475255,0.9887631346640424,0.0006159560268421515,-0.0013555284259536254,1.419511587198518,1.4160589584119105,0.10721816462994661,0.15239430764191014,0.0031532075769236377,0.00784366202300722,0.00313587431337978,0.0031431437686053345,32.0,2.0,34.0,68.0,4.25,6,192,384
laplace,512,64,16,262271521,4,Q8.8,H64,64,group32,32,0.09668002545816343,0.1297287944761444,0.991602938611709,-0.0001144465615374198,-0.003910663985335805,1.4188625107772157,1.4154543562863082,0.0966725063731458,0.12999465385819767,0.0034426739734356045,0.006903901819595759,0.0034503639893691835,0.0034396306681400844,32.0,4.0,36.0,72.0,4.5,6,192,384
laplace,512,64,16,262271521,4,Q8.8,H64,64,group16,16,0.08467590907017236,0.11602740519442355,0.9933479194587481,0.00016480127432047346,-0.002071802681676811,1.4181276332201798,1.4148247462640176,0.0846534054685541,0.11593180646076133,0.003885364905871913,0.006423032886225335,0.003875200893085714,0.003865672953937965,32.0,8.0,40.0,80.0,5.0,6,192,384
laplace,512,64,16,262271521,4,Q8.8,H64,64,group8,8,0.0710907487578141,0.09772663395805382,0.9953445812816722,-0.0002949047408848161,-0.002421649355736539,1.4174812865444482,1.4141189618407823,0.07095764367275459,0.0980338660566682,0.0044444832752189205,0.006254032112767481,0.00444615809688993,0.004438247988613877,32.0,16.0,48.0,96.0,6.0,6,192,384
laplace,1024,64,8,68742706,4,Q8.8,none,1,group64,64,0.14177949920437924,0.19455316604386225,0.9815872180522273,-3.562174609151424e-05,-0.0017171366535315383,0.13830142270841764,0.13858702097003253,0.14178662079119023,0.19486317452419238,0.0024698407110312084,0.006061865992298405,0.002480891530436398,0.0024694731646948526,32.0,2.0,34.0,68.0,4.25,0,0,0
laplace,1024,64,8,68742706,4,Q8.8,none,1,group32,32,0.12235433753365735,0.17564963918527202,0.9849258980133584,0.00042008652937897486,0.0023130755989915837,0.11948423901517209,0.11957114117909634,0.1223160665836457,0.17567004706052608,0.0028589448854955068,0.0055496848257260275,0.0028554179787176224,0.0028727968481136075,32.0,4.0,36.0,72.0,4.5,0,0,0
laplace,1024,64,8,68742706,4,Q8.8,none,1,group16,16,0.10170113141491902,0.15148329907253003,0.9891209305632295,0.001883518309409747,-0.0009478574037300585,0.10034628560450456,0.10031594266365411,0.10158714163401603,0.15094761933202425,0.0033134137988680523,0.005942858530924916,0.0033749723372082795,0.003375920047040434,32.0,8.0,40.0,80.0,5.0,0,0,0
laplace,1024,64,8,68742706,4,Q8.8,none,1,group8,8,0.08235626762467871,0.12693670757996242,0.9923273469280225,0.0013764954767412233,0.004734873827365496,0.08063537813220101,0.08066340227038055,0.08229710374777241,0.12654095728899886,0.004130472953035594,0.006748893956328782,0.004054235634420368,0.0040423982462027205,32.0,16.0,48.0,96.0,6.0,0,0,0
laplace,1024,64,8,68742706,4,Q8.8,H4,4,group64,64,0.11865533538942896,0.18576889003483468,0.9832039042614515,0.001526174009574073,0.008749997538648198,1.417172396567033,1.4165719052798704,0.11859761002256594,0.1851252773549174,0.0029404394328419376,0.0068594179854962025,0.0029139351481415297,0.002934229646489624,32.0,2.0,34.0,68.0,4.25,2,64,128
laplace,1024,64,8,68742706,4,Q8.8,H4,4,group32,32,0.10469573140531303,0.1494584131342313,0.9889516487596217,-0.0003752493159542363,0.004449978926219723,1.4161763590661924,1.4156334670280517,0.10461805739172797,0.14883568954010243,0.0033658634193265338,0.006767816349109607,0.0033067454037056018,0.0033325968557414375,32.0,4.0,36.0,72.0,4.5,2,64,128
laplace,1024,64,8,68742706,4,Q8.8,H4,4,group16,16,0.08877980151858869,0.13643581342569755,0.9910985173508041,0.0005937659090456644,0.0015502560792144294,1.4153177052937536,1.4147348014219048,0.08881077862763422,0.1360067919109927,0.003858913691085953,0.006833026794323971,0.003818176692872646,0.0038185846129564476,32.0,8.0,40.0,80.0,5.0,2,64,128
laplace,1024,64,8,68742706,4,Q8.8,H4,4,group8,8,0.07258972932294537,0.10447199860241055,0.9946771564245886,0.0013894129185605582,0.003268903756787038,1.4144691933154196,1.4138929183470674,0.0724635879854062,0.10359608863491505,0.004544195206732518,0.0073985534463952875,0.004477676644516333,0.00448184458938091,32.0,16.0,48.0,96.0,6.0,2,64,128
laplace,1024,64,8,68742706,4,Q8.8,H8,8,group64,64,0.11443394744514664,0.16059333795329134,0.9873180602784887,0.00037001760052531084,0.004838160094444581,1.4195824300688653,1.4206717550063377,0.1143631722980591,0.16016924600999968,0.0030067659172138455,0.00737052168856761,0.0030198770292155334,0.003041643438663243,32.0,2.0,34.0,68.0,4.25,3,96,192
laplace,1024,64,8,68742706,4,Q8.8,H8,8,group32,32,0.10010188994007019,0.1462633608931072,0.9893205005657435,0.00043321918369849005,-0.0012363920521391235,1.4185991515262828,1.4195953373426118,0.1000543495760955,0.1456455856177729,0.0034695816648592204,0.007600282581165249,0.0034222476447997832,0.0034306764854601674,32.0,4.0,36.0,72.0,4.5,3,96,192
laplace,1024,64,8,68742706,4,Q8.8,H8,8,group16,16,0.08433898808560264,0.12209915467457469,0.9926507392133047,0.0005514540945338179,-0.0035041402056850014,1.4176991604133025,1.4186553932480872,0.08424728357699343,0.12171353318377805,0.003972016545317755,0.008066488082058825,0.0039039494402714568,0.003907250465750021,32.0,8.0,40.0,80.0,5.0,3,96,192
laplace,1024,64,8,68742706,4,Q8.8,H8,8,group8,8,0.06969651014369165,0.10409654986979085,0.9946476175030348,6.158124240240215e-05,-0.0006507518332713796,1.4169584670489739,1.4178290228183048,0.06959300630131653,0.10333397515973672,0.004532708222329574,0.008164132852321204,0.004559939802123201,0.004558426924436356,32.0,16.0,48.0,96.0,6.0,3,96,192
laplace,1024,64,8,68742706,4,Q8.8,H16,16,group64,64,0.11148672081435809,0.16291786743179565,0.9869021268645025,0.00018182565639334713,0.00020978237481236245,1.4187958894072816,1.4230641932608619,0.11150657210982384,0.16326423909266088,0.0030911025693542565,0.007129996563415017,0.0030717134492867534,0.003088899399381293,32.0,2.0,34.0,68.0,4.25,4,128,256
laplace,1024,64,8,68742706,4,Q8.8,H16,16,group32,32,0.09875480297816856,0.14015262419102173,0.990377530026417,0.000988304171957776,0.008574241284434509,1.4180602529508208,1.422273018206317,0.09869618516643701,0.14019854246935062,0.0034838109517983168,0.006607087076733943,0.003465561205305881,0.0034605449062477785,32.0,4.0,36.0,72.0,4.5,4,128,256
laplace,1024,64,8,68742706,4,Q8.8,H16,16,group16,16,0.08530038795824474,0.12073931775099632,0.9928475201193208,0.0012963963850957955,0.007902876471175449,1.4172919450674413,1.42147594451452,0.08523756894735758,0.12044713577904005,0.003960683918051248,0.006402602946175769,0.0039594676814542805,0.003945401686108395,32.0,8.0,40.0,80.0,5.0,4,128,256
laplace,1024,64,8,68742706,4,Q8.8,H16,16,group8,8,0.07167610610687487,0.11010928246300013,0.9940109172695257,0.0015574495278823722,0.00594489777955005,1.4165582024591776,1.4209598183586947,0.07156436880068179,0.1098250582839007,0.004511606778747948,0.00696430456095739,0.004488434360388456,0.004482715480260077,32.0,16.0,48.0,96.0,6.0,4,128,256
laplace,1024,64,8,68742706,4,Q8.8,H32,32,group64,64,0.10736079686985057,0.16544463657205818,0.9863419000140757,0.00011956953167579603,-0.000614386798188146,1.4175176719098286,1.416829185099731,0.10736374836985374,0.16546434834383486,0.003134562023474398,0.007552183873779206,0.0031351597747041665,0.0031228810037368278,32.0,2.0,34.0,68.0,4.25,5,160,320
laplace,1024,64,8,68742706,4,Q8.8,H32,32,group32,32,0.09681563951940583,0.1408995485144299,0.9899652041502727,-0.0004553484463444453,0.0009609344722120967,1.4169193271668474,1.4161269697699745,0.09670816675246095,0.14106186532055878,0.0035315478153462613,0.006810691868164117,0.0035035395631690396,0.0034961191256278022,32.0,4.0,36.0,72.0,4.5,5,160,320
laplace,1024,64,8,68742706,4,Q8.8,H32,32,group16,16,0.08552625430201244,0.11857461877573774,0.9928601038908247,-0.0009434967931677537,0.006548455960408896,1.4163762819039347,1.415477996080882,0.08544106469387565,0.11848667520926613,0.003934062648048873,0.0069895481761601,0.003912316639630184,0.0038993326057661904,32.0,8.0,40.0,80.0,5.0,5,160,320
laplace,1024,64,8,68742706,4,Q8.8,H32,32,group8,8,0.07231895487979798,0.1099003404155847,0.993934383075892,-0.0003728858580041038,0.0018162325131439842,1.4156645791526665,1.4148824204476245,0.0721647009599933,0.10931434855045909,0.004476420394475023,0.00704907162749089,0.004461911767486186,0.004448886265086424,32.0,16.0,48.0,96.0,6.0,5,160,320
laplace,1024,64,8,68742706,4,Q8.8,H64,64,group64,64,0.10831818506004785,0.1543827755138225,0.9884031043626853,0.0006212480528909702,0.001019526364231344,1.4176953245341812,1.418544822863421,0.10824658246494714,0.15417045376060168,0.0031619437001241093,0.00878220800487948,0.003149711042409294,0.0031366731334541327,32.0,2.0,34.0,68.0,4.25,6,192,384
laplace,1024,64,8,68742706,4,Q8.8,H64,64,group32,32,0.09767674006023222,0.14508375782729913,0.9896318937675932,0.0008646163854081663,0.008375785876361397,1.4168752647786498,1.4176782521760918,0.09757296847063132,0.144353842502124,0.0034621431732110327,0.007820428608669456,0.00348156322777325,0.0034649289343590376,32.0,4.0,36.0,72.0,4.5,6,192,384
laplace,1024,64,8,68742706,4,Q8.8,H64,64,group16,16,0.08558042929703721,0.12951460210182583,0.991941602968768,0.0011785611981728781,0.0027189086247732626,1.4162637854460116,1.4171392201623612,0.08552822395227062,0.1280667095696119,0.003903452899654675,0.008234823103479446,0.003889059334239283,0.003881771145649635,32.0,8.0,40.0,80.0,5.0,6,192,384
laplace,1024,64,8,68742706,4,Q8.8,H64,64,group8,8,0.07145965659007868,0.10614072499532845,0.9944429389339077,0.0004135234364859607,0.001190569427245053,1.4156364600469384,1.4164814394277365,0.07129461378892141,0.10522962894915501,0.004516100628698449,0.008257408573228093,0.004440677034813557,0.0044449440269889,32.0,16.0,48.0,96.0,6.0,6,192,384
laplace,2048,64,4,2585751733,4,Q8.8,none,1,group64,64,0.14170757263820835,0.18933169922328363,0.9816957887351357,-0.0010188560947586814,-0.005857618333933627,0.13844992718616933,0.13825086077423054,0.1416829855733397,0.18916249060631027,0.0024450271623560884,0.005554136057854082,0.0024731625148316705,0.0024554781291004687,32.0,2.0,34.0,68.0,4.25,0,0,0
laplace,2048,64,4,2585751733,4,Q8.8,none,1,group32,32,0.1223263375999182,0.16012932295205676,0.9870051437123891,-0.0012331924097930395,0.004875515104489919,0.11951863498888256,0.11939763389712965,0.12229503796039048,0.15966723587229154,0.002860963109791287,0.0053537013320531165,0.00286891408574895,0.002855743102603838,32.0,4.0,36.0,72.0,4.5,0,0,0
laplace,2048,64,4,2585751733,4,Q8.8,none,1,group16,16,0.100753729470511,0.15116731771019484,0.9885179971181838,-0.0021169536691571836,-9.659891861096815e-05,0.10034475819441387,0.10019630581097051,0.10074844434763525,0.15116904621592703,0.0034515579750298694,0.005546298075214298,0.0033731973263292094,0.0033722738884918602,32.0,8.0,40.0,80.0,5.0,0,0,0
laplace,2048,64,4,2585751733,4,Q8.8,none,1,group8,8,0.08196373591042513,0.11604745749287339,0.9932712970806882,-0.0025594689800441657,-0.0022493299261076554,0.08066119683506738,0.08057287475573394,0.0818984677884787,0.11553651591982986,0.004072287062935031,0.0061312607897321516,0.004047252752173005,0.004043865734808545,32.0,16.0,48.0,96.0,6.0,0,0,0
laplace,2048,64,4,2585751733,4,Q8.8,H4,4,group64,64,0.11762773394547073,0.17492782736340312,0.9849348876204105,-0.0008530163212277238,0.005963626018915913,1.421647952282858,1.4172600186777229,0.11762205252030708,0.1742881696723287,0.002886674965095654,0.006836274957684886,0.0028944950055738343,0.002923122867527234,32.0,2.0,34.0,68.0,4.25,2,64,128
laplace,2048,64,4,2585751733,4,Q8.8,H4,4,group32,32,0.10215381265986656,0.1477240289372401,0.9892458269195046,-0.0006173977771771817,0.005559128693021259,1.4207138879443757,1.416271279437652,0.10211993258954226,0.14793511026311437,0.0033155608687597364,0.006846971063131815,0.0033132918308287555,0.0033176988982866287,32.0,4.0,36.0,72.0,4.5,2,64,128
laplace,2048,64,4,2585751733,4,Q8.8,H4,4,group16,16,0.08803366408674408,0.1253692779380516,0.9920466990575396,0.00020201340680879343,0.007504350368666862,1.4199566028298658,1.4155890293642055,0.08794588942316227,0.12562754414819444,0.0038833076317694405,0.006853213505836381,0.0038247233724164687,0.003828986277296477,32.0,8.0,40.0,80.0,5.0,2,64,128
laplace,2048,64,4,2585751733,4,Q8.8,H4,4,group8,8,0.07130984854761709,0.10604963822818349,0.9942545145043142,0.00020558870780440516,0.003474061088445254,1.4190771259482986,1.4146534100836072,0.07114214311013765,0.10699280042304489,0.0045261818011817475,0.007697104776998722,0.004479352342121498,0.004482553011801699,32.0,16.0,48.0,96.0,6.0,2,64,128
laplace,2048,64,4,2585751733,4,Q8.8,H8,8,group64,64,0.11150855730394708,0.16077498203411367,0.9860873302176585,-0.00046372176276644164,0.0070810981600071925,1.4173814526625788,1.4196582067402226,0.11147005276015691,0.16027275246704087,0.0029944992887655174,0.006385438823147139,0.0030126616763811688,0.0030376833585861137,32.0,2.0,34.0,68.0,4.25,3,96,192
laplace,2048,64,4,2585751733,4,Q8.8,H8,8,group32,32,0.09837525582324998,0.1411783453057037,0.9899248547532941,-0.0007311132148496614,0.011083942029397716,1.416589676786985,1.4186399467493205,0.09829269219895669,0.140530107831491,0.0034097226277317993,0.005563152920126287,0.0034022142903123082,0.0034291875070062866,32.0,4.0,36.0,72.0,4.5,3,96,192
laplace,2048,64,4,2585751733,4,Q8.8,H8,8,group16,16,0.08434401891587276,0.1203078519525787,0.9924868543488334,-0.0005781359930782666,0.007363599476924398,1.4157304629578225,1.418034341469643,0.08414302126823996,0.11959745884550428,0.00394398508804895,0.006613263758261349,0.003905976050462205,0.00390902305559687,32.0,8.0,40.0,80.0,5.0,3,96,192
laplace,2048,64,4,2585751733,4,Q8.8,H8,8,group8,8,0.07009454800333392,0.09378002222137441,0.9957757821161277,-0.0003827731004813411,-0.0008101475703561621,1.4149660742498396,1.4172341808559574,0.06976735833523276,0.09394445836678407,0.004559493759098557,0.006618564676949479,0.004549925737705266,0.00456358202095709,32.0,16.0,48.0,96.0,6.0,3,96,192
laplace,2048,64,4,2585751733,4,Q8.8,H16,16,group64,64,0.10945634313185755,0.17455486265378212,0.9847693967976718,-0.0008663730701644958,-0.014398890888747856,1.4182089047187278,1.418605723225457,0.10943107047899503,0.17434900118937657,0.003101791857061601,0.007153714992318435,0.0031113237022575777,0.0030962803573150407,32.0,2.0,34.0,68.0,4.25,4,128,256
laplace,2048,64,4,2585751733,4,Q8.8,H16,16,group32,32,0.09766743073069044,0.14110889177685898,0.9901525318367419,-0.0017280878094943066,-0.007565776218909371,1.4175448982871388,1.4178584394261935,0.09760686710261142,0.1402039541362699,0.0034789251562702106,0.007074070213075932,0.003478946120222159,0.003467222717843689,32.0,4.0,36.0,72.0,4.5,4,128,256
laplace,2048,64,4,2585751733,4,Q8.8,H16,16,group16,16,0.08363400788086188,0.1311388671878543,0.9913462834138046,-0.0012692207944705147,0.00607242253304827,1.4168492456129635,1.4170466712635832,0.08348723665913454,0.13092108495064692,0.003935493116706721,0.006712421086746905,0.003949774962407974,0.003955155238491328,32.0,8.0,40.0,80.0,5.0,4,128,256
