synthetic_distribution,context_len,head_dim,trials,seed,configuration,kv_bits,scale_format,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value
student_t_df3,256,64,32,1512390611,Q8_KV3,3,FP16,token64,64,0.35264995806110133,0.45342762438810263,0.8838882109763364,-0.004364352893321305,0.002083689320704479,0.3574596739065083,0.35915855288027143,0.35264885830268355,0.45345918208006947,0.00021022977523874615,0.00048340133933016423,0.00021086384127158705,0.00021103840716821015,24.0,2.0,26.0,52.0,3.25
student_t_df3,512,64,16,4244135126,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,512,64,16,4244135126,Q8_FP_KV,FP,none,none,64,0.009561946870152587,0.0066104116233946545,0.9999652664551063,-3.2054714172651615e-05,8.434322525066125e-05,0.0,0.0,0.009561946870152587,0.0066104116233946545,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,512,64,16,4244135126,Q8_KV8,8,FP16,token64,64,0.0134237506830881,0.012485923751017848,0.9998857698572818,-9.958622245298748e-06,0.0002363164024314681,0.009230564364422298,0.009186098143589425,0.013423032301878732,0.01247917311185951,0.0002009237372553946,0.000514233222009303,0.00020070061858867768,0.0002016216139299561,64.0,2.0,66.0,132.0,8.25
student_t_df3,512,64,16,4244135126,Q8_KV5,5,FP16,token64,64,0.07909175534604475,0.0996998033462359,0.9937645902247283,0.0003831829750852836,0.00427255082480489,0.07803162899886382,0.0775769315151459,0.07908925519779636,0.10003601781028283,0.0002061312644360549,0.0009210320663016548,0.00020422276145975565,0.00020362243495592776,40.0,2.0,42.0,84.0,5.25
student_t_df3,512,64,16,4244135126,Q8_KV4,4,FP16,token64,64,0.16818812919602683,0.19246285714077524,0.9732179849940197,-0.003466977159378671,-0.008566908623935223,0.16549335728828246,0.1645156805520446,0.1681875161709779,0.19243895726537882,0.00020272012709637952,0.0005836040301994581,0.00020539304284306908,0.00020458894370110024,32.0,2.0,34.0,68.0,4.25
student_t_df3,512,64,16,4244135126,Q8_KV3,3,FP16,token64,64,0.36223472136313445,0.43127319856076757,0.8870368872670165,0.006606941301679492,0.0022543608844697353,0.3587544123978992,0.3571678157850048,0.36223220325612326,0.4313765376595154,0.0002158437354417673,0.0006928662276918671,0.00021336624675829624,0.0002099112016685428,24.0,2.0,26.0,52.0,3.25
student_t_df3,1024,64,8,635416609,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,1024,64,8,635416609,Q8_FP_KV,FP,none,none,64,0.00888606936663811,0.00892533324352755,0.99996775255597,-0.00016493924574657694,0.000663210513575364,0.0,0.0,0.00888606936663811,0.00892533324352755,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,1024,64,8,635416609,Q8_KV8,8,FP16,token64,64,0.012713957638785675,0.015680262263889296,0.9998893687691832,-0.0002180965669337022,0.0006665302367486615,0.009228990265101066,0.00927228626611173,0.012710705803368316,0.015814105289763836,0.00020390850400573782,0.0006063305538117097,0.0002018478894739245,0.00020031817381520773,64.0,2.0,66.0,132.0,8.25
student_t_df3,1024,64,8,635416609,Q8_KV5,5,FP16,token64,64,0.07903432271117525,0.11180433990781899,0.9943548035213783,0.0009397861143522964,-0.0007538451500064209,0.07788364186277125,0.07824030698352019,0.07903151426687541,0.11173100078049722,0.00020339227302256584,0.0004885073321556773,0.000205188232789462,0.00020611979428271444,40.0,2.0,42.0,84.0,5.25
student_t_df3,1024,64,8,635416609,Q8_KV4,4,FP16,token64,64,0.1661842467454146,0.2275445088513278,0.9760944103016558,0.0008249420915560874,-0.010940716791271291,0.16552482852866734,0.1655974612019735,0.1661816450949304,0.22752802673918082,0.0002048242017731106,0.0005924104452279735,0.0002041269596270028,0.00020890111304463618,32.0,2.0,34.0,68.0,4.25
student_t_df3,1024,64,8,635416609,Q8_KV3,3,FP16,token64,64,0.3587112609247867,0.5383596141157904,0.877352886069634,-0.0032957400264830533,-0.02356680690891928,0.35922568802182625,0.35933579765452395,0.3587100229853063,0.538352414738583,0.00021284430604383511,0.0006470479380973269,0.0002122956607140059,0.0002120026743267689,24.0,2.0,26.0,52.0,3.25
student_t_df3,2048,64,4,1496681395,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,2048,64,4,1496681395,Q8_FP_KV,FP,none,none,64,0.008757453993051388,0.008537688055387781,0.9999666946136057,6.303906209100914e-05,-0.00020590318557774516,0.0,0.0,0.008757453993051388,0.008537688055387781,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,2048,64,4,1496681395,Q8_KV8,8,FP16,token64,64,0.012660722581987475,0.014912134531489167,0.9998909162697169,-5.202304632155751e-05,0.0003122369958569968,0.00928619329217012,0.009188764852116766,0.01266050579472736,0.014918459794641223,0.00020244249978553994,0.0004768726276895178,0.00020170295543462145,0.000201759267905025,64.0,2.0,66.0,132.0,8.25
student_t_df3,2048,64,4,1496681395,Q8_KV5,5,FP16,token64,64,0.07903142551958883,0.12801562798220437,0.9919883439333662,-0.0003531805511366188,-0.0071328489548853555,0.07851622152249792,0.07763178887839683,0.07903516536338927,0.1280448708789296,0.00020500543015494803,0.0005648187474066551,0.00020279416337456663,0.0002008999748049414,40.0,2.0,42.0,84.0,5.25
student_t_df3,2048,64,4,1496681395,Q8_KV4,4,FP16,token64,64,0.1658283169353002,0.23708433456234376,0.9716131482774568,-0.0014193129995692506,0.008062882018079318,0.166278337096398,0.16486404589896514,0.16582772284591385,0.23707155754341314,0.0002046295299892069,0.0005088024119138782,0.00020643260671594841,0.0002067245562766155,32.0,2.0,34.0,68.0,4.25
student_t_df3,2048,64,4,1496681395,Q8_KV3,3,FP16,token64,64,0.35483187105877845,0.5048571707821009,0.889219404461558,-0.0019077038452546592,-0.001938603403341957,0.3599504957552606,0.35779210305121717,0.3548331602795694,0.5048699562582918,0.00021146979014253638,0.0005182662426418936,0.00021227588161128397,0.0002129287732147326,24.0,2.0,26.0,52.0,3.25
student_t_df3,4096,64,4,3368285290,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,4096,64,4,3368285290,Q8_FP_KV,FP,none,none,64,0.009244381937717684,0.007284392108202179,0.9999767950329927,-2.86235668822493e-05,-0.0006832660094630092,0.0,0.0,0.009244381937717684,0.007284392108202179,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,4096,64,4,3368285290,Q8_KV8,8,FP16,token64,64,0.013062619920211212,0.014642183893827865,0.9998925432730195,-6.598489091771173e-05,-0.0008162457536625355,0.009263250056547658,0.009213309988302889,0.013061605563941732,0.014725572996311108,0.00020387256228975506,0.0006967972583650145,0.0002028023778564909,0.00020312754975465727,64.0,2.0,66.0,132.0,8.25
student_t_df3,4096,64,4,3368285290,Q8_KV5,5,FP16,token64,64,0.07799397650516832,0.11932022202960185,0.9931841589468449,-0.000522444760349228,-0.00012998806596986864,0.07833575642542773,0.0778696125187005,0.07799229544368516,0.11925419934236442,0.00020240844669218425,0.00059057906809417,0.00020249118778875312,0.00020316222618875949,40.0,2.0,42.0,84.0,5.25
student_t_df3,4096,64,4,3368285290,Q8_KV4,4,FP16,token64,64,0.16531804663913277,0.24290655482478266,0.9721205601738159,0.0008789169286679228,-0.001904444952417748,0.16585056619455696,0.1652003396639504,0.16531867342353387,0.24288988949485849,0.00020796942360789788,0.0006905924212138564,0.0002081117767038334,0.00020561062889953198,32.0,2.0,34.0,68.0,4.25
student_t_df3,4096,64,4,3368285290,Q8_KV3,3,FP16,token64,64,0.356683087170755,0.5614959328411783,0.8946799705382343,9.24843757925594e-05,0.022744752540700772,0.3593323718661577,0.35873827293978594,0.3566816882627698,0.5614652328846149,0.00021259768833054276,0.0006829547281861702,0.00021296575041311017,0.00021152759177231709,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,128,64,32,2535115307,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,128,64,32,2535115307,Q8_FP_KV,FP,none,none,64,0.006775735388463846,0.006171667839402373,0.9999814325902094,-9.794402425937886e-05,-3.793254353523381e-05,0.0,0.0,0.006775735388463846,0.006171667839402373,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,128,64,32,2535115307,Q8_KV8,8,FP16,token64,64,0.009706198655215258,0.011030131808165144,0.9999399456349715,-0.00015911741629421063,0.0003388277925330222,0.006874470359133954,0.00688343768274679,0.009705549396203978,0.011034647211678645,0.0002194229257954486,0.0004378357228262435,0.00021648125174081898,0.00021437333779041938,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,128,64,32,2535115307,Q8_KV5,5,FP16,token64,64,0.057628273940205504,0.07854342534316096,0.9968257649861599,0.00030914971487516367,0.003255659224123333,0.057853090695371444,0.05796391734231475,0.05763195219451471,0.07852763612115381,0.0002104125544387957,0.0004426635529442883,0.00021055817067015394,0.0002086619281666196,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,128,64,32,2535115307,Q8_KV4,4,FP16,token64,64,0.11817089142636111,0.15736960241338896,0.9873273742734435,0.00047639612691988316,0.0009807344217548375,0.11936991958843221,0.12053332256420295,0.11816896431994052,0.15735050652901372,0.00019505222687306523,0.00042073312888295196,0.00019920050894264583,0.00019741343755894905,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,128,64,32,2535115307,Q8_KV3,3,FP16,token64,64,0.2559079881302079,0.34300854777395645,0.9435075942649149,-0.0016056714424512526,-0.006630904321294918,0.25858493508580305,0.26180963726343864,0.2559123667839064,0.3430848897016337,0.00018675490051511896,0.00041924850097243925,0.0001864728970196067,0.0001887360414833447,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,256,64,32,1481893800,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,256,64,32,1481893800,Q8_FP_KV,FP,none,none,64,0.005809521230615443,0.005784294465150009,0.9999833132430942,-4.6036465507421494e-05,4.154596848978123e-05,0.0,0.0,0.005809521230615443,0.005784294465150009,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,256,64,32,1481893800,Q8_KV8,8,FP16,token64,64,0.008862063611228908,0.011239101608477941,0.9999366512026655,-9.874137619750042e-05,0.00010161109866769336,0.006850423861971055,0.006908959530603914,0.008860374940331617,0.01124536032392884,0.0002181222487115872,0.0005163776435980422,0.00021631124499409303,0.00021673491595365713,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,256,64,32,1481893800,Q8_KV5,5,FP16,token64,64,0.058154076462866224,0.08365741873857085,0.9965019166636548,0.0007062161471780128,-0.0019224620290023526,0.05773156671904005,0.05798346855807963,0.0581524303581588,0.08368205725480726,0.00020984292078890228,0.00045106700261311446,0.00021185782510793044,0.00020937006619303308,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,256,64,32,1481893800,Q8_KV4,4,FP16,token64,64,0.1179308103095935,0.16783932141934246,0.986485344109022,7.840243692819878e-05,-0.0034179729555148873,0.11910218237036942,0.11966326357357877,0.11793280069227559,0.16784174624033193,0.00019908152437799829,0.000459764160248087,0.00019878917600745186,0.0001978243792042065,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,256,64,32,1481893800,Q8_KV3,3,FP16,token64,64,0.2552520236912786,0.36585758160941495,0.935057916755669,0.004968099781070286,-0.00998081355012308,0.2594709941437595,0.26045172278964224,0.2552479077359584,0.3658633384765118,0.00019087093006370885,0.000411786418245743,0.00018922685039317796,0.00018595607691666605,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,512,64,16,2100539972,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,512,64,16,2100539972,Q8_FP_KV,FP,none,none,64,0.007004864483180136,0.006569252868743729,0.9999793743482809,-3.9807436318623355e-05,0.00030358772957848223,0.0,0.0,0.007004864483180136,0.006569252868743729,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,512,64,16,2100539972,Q8_KV8,8,FP16,token64,64,0.00981582364077007,0.012254979637600867,0.9999258716052108,-0.00013300966717143042,-8.276926418992518e-05,0.006837683849781902,0.006861085589461046,0.0098174261968196,0.01224551820229636,0.00021600764728547418,0.0004777826419580799,0.00021571073196933088,0.00021509669939544048,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,512,64,16,2100539972,Q8_KV5,5,FP16,token64,64,0.0581792515693144,0.08707516094724281,0.9964090343104255,-0.0005488920643035493,-0.000514118304201743,0.057543474416390655,0.05767795372517582,0.05817748205984448,0.08709344000444788,0.000210232835287018,0.0004610856344376398,0.0002096535278507223,0.00020970343901886588,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,512,64,16,2100539972,Q8_KV4,4,FP16,token64,64,0.12071831337187669,0.17320293992635744,0.9852889018912399,0.00033741635676394325,0.0008216745767357998,0.11891615123223138,0.1191306341225193,0.12071953095543063,0.17320397561766854,0.00019786630145164448,0.0004078339705659886,0.00019870834760531326,0.00019979386040629239,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,512,64,16,2100539972,Q8_KV3,3,FP16,token64,64,0.2656884995643815,0.3728486097846955,0.9359389007436936,-0.002284603666030237,0.021117340832297174,0.25993427476640124,0.2602887937362935,0.26569050568929,0.3728388879312162,0.00018555536332238534,0.00040091549681879347,0.00018665003211063282,0.00018713941450166746,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,Q8_FP_KV,FP,none,none,64,0.008273330307375601,0.008498423054215302,0.999964331917601,0.0002059868369897268,0.0003355594349257117,0.0,0.0,0.008273330307375601,0.008498423054215302,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,Q8_KV8,8,FP16,token64,64,0.010741360573217649,0.013270297088755748,0.9999109380445509,0.00025972864391298487,0.00019293766799915603,0.006865932140101896,0.006884485336388133,0.010738640774741353,0.01325020374420503,0.00021586738707332604,0.00046158275361010443,0.000217599697846213,0.0002153346309753235,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,Q8_KV5,5,FP16,token64,64,0.05937828714072505,0.08010808227718515,0.9968162570023568,0.0006236479483431603,-0.0006857102399275794,0.057791369005420735,0.05777811435274332,0.05938290708383871,0.08014451598391498,0.00021181859795616414,0.0004826886701487582,0.00021112728366381704,0.0002104519934615356,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,Q8_KV4,4,FP16,token64,64,0.12157022020585749,0.1692931940132716,0.986029696630769,-0.0005075183851097406,-0.0022751507368510534,0.11918010781286167,0.11901923487761086,0.12156534617569076,0.16931595842837766,0.00019684846901163962,0.0004693900602644027,0.00019848671707689263,0.0001980478358832054,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,1024,64,8,2679848638,Q8_KV3,3,FP16,token64,64,0.2629630447729212,0.3897760202743036,0.9353031553427031,0.0024465088483721586,0.0195417707974202,0.2595956653945923,0.2600464881308592,0.2629605254680762,0.3897652043707,0.00018875812538340494,0.00044202646130939784,0.0001859032901399946,0.00018664174212037858,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,Q8_FP_KV,FP,none,none,64,0.00970615835215646,0.0036985544292173706,0.9999883506255015,0.0003096323429024905,0.0005594558230515921,0.0,0.0,0.00970615835215646,0.0036985544292173706,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,Q8_KV8,8,FP16,token64,64,0.012005620702308513,0.007575419348108891,0.9999457593293385,0.00041907291277585505,5.220082752107201e-05,0.00681319117745243,0.006855503411476804,0.011999526427274728,0.0076888443876377156,0.00021529250375209056,0.0010780062074818232,0.0002153099909135103,0.000216600177732479,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,Q8_KV5,5,FP16,token64,64,0.05910078037304068,0.05752600247436085,0.997222395670988,0.00030272417033615743,0.002123486525792447,0.05741667469206322,0.05761976538156353,0.059098334261578685,0.057445616459265256,0.00020973363891556402,0.00044314465507783564,0.00021040076505902285,0.00020686922560314946,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,Q8_KV4,4,FP16,token64,64,0.1196709649812666,0.10740842546032388,0.9888293690215675,-0.002465618631437326,0.0063205476281653706,0.11874423237544388,0.11927558073617138,0.1196723695919809,0.10741320065080012,0.00019792871693806758,0.00029428560999962485,0.00019839319649902988,0.0001967434446489169,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,2048,64,4,2982427205,Q8_KV3,3,FP16,token64,64,0.2616546740928875,0.25810891087190124,0.941878024035363,-0.0008926770661360309,-0.014412275541509941,0.2597430503573567,0.2596672931950233,0.2616514023862145,0.25807962333268186,0.00018868126322287986,0.0006403350632643842,0.00018862828645080712,0.00018827040753941802,24.0,2.0,26.0,52.0,3.25
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,Q8_FP_KV,FP,none,none,64,0.006398405846523098,0.006167993832887534,0.999981331749151,5.464051158944761e-05,0.0003470157264612997,0.0,0.0,0.006398405846523098,0.006167993832887534,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,Q8_KV8,8,FP16,token64,64,0.009565667225998024,0.011739619526438722,0.9999313993048053,8.04591526906575e-05,0.00109132355783742,0.006889703344291197,0.006825555130515244,0.009565680077758086,0.011708413005377706,0.00021339921503627798,0.0005087884989735928,0.00021521772320830647,0.00021609199886478596,64.0,2.0,66.0,132.0,8.25
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,Q8_KV5,5,FP16,token64,64,0.058636721259242776,0.08737837076581352,0.9962638931346922,-0.0003696203333943025,-0.00366259751224775,0.05792436286067628,0.05738179085443485,0.05863600425753238,0.08732979262332607,0.00020934127953845254,0.000514299793975658,0.0002092311925630834,0.00020822315418391005,40.0,2.0,42.0,84.0,5.25
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,Q8_KV4,4,FP16,token64,64,0.1198046330627853,0.17593627111314067,0.9856946508199563,-0.0004242240873611078,0.009074222590935403,0.11927516872086306,0.11871723160681938,0.11980553679944032,0.1759489894541314,0.00019744345311804406,0.0004752880486693794,0.0001966801115399107,0.00019814358484487545,32.0,2.0,34.0,68.0,4.25
sparse_outliers_0p1pct_x25,4096,64,4,2254661580,Q8_KV3,3,FP16,token64,64,0.2587793424642866,0.42701198452794753,0.917045390378137,-0.0018948595741588453,0.026307107348729823,0.2596531177441805,0.2599323079319251,0.25877903989409756,0.4270602458539707,0.00018548615200195676,0.00044862262171239893,0.00018688040410788087,0.00018813861894792248,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,128,64,32,4277031275,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,128,64,32,4277031275,Q8_FP_KV,FP,none,none,64,0.009878279183039664,0.0051170867517542915,0.999968970596414,3.5793452093645846e-05,-1.4923546573863503e-05,0.0,0.0,0.009878279183039664,0.0051170867517542915,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,128,64,32,4277031275,Q8_KV8,8,FP16,token64,64,0.013751218002229322,0.010645603892583228,0.9998848527380126,-7.890073200474034e-05,-0.0002197688967578975,0.009473720088785961,0.009420416032745403,0.013758067864248786,0.010676164284434554,0.00020700971024858772,0.00042092600384654175,0.00020779263713045995,0.00021159599942663146,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,128,64,32,4277031275,Q8_KV5,5,FP16,token64,64,0.08163292646319271,0.07757720038565337,0.9944850472181473,-0.0023370694124218204,-0.00414333403999467,0.08010546298186928,0.07960858202608975,0.08162833166641253,0.07754964222387505,0.00020069209986476493,0.00028498676360571494,0.00019906368055661876,0.00020272442188698297,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,128,64,32,4277031275,Q8_KV4,4,FP16,token64,64,0.17314629176802096,0.1692666462751254,0.9751031056331445,0.0040817065449340415,0.005377592176521917,0.16939212549945515,0.16809085320612027,0.17314675906305269,0.16927209441156105,0.00020047815023844218,0.0003204888053683808,0.00019999133454385684,0.0001973592408410224,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,128,64,32,4277031275,Q8_KV3,3,FP16,token64,64,0.3426706051105816,0.3247790086984802,0.9102912449066992,-0.005670737822864649,0.002387837264238374,0.34192327781338144,0.3391761217972299,0.34267284965100087,0.3246829708491002,0.00019876548221644258,0.0005940792599028075,0.00019587127007870787,0.0001945540983232701,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,256,64,32,1111326100,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,256,64,32,1111326100,Q8_FP_KV,FP,none,none,64,0.007812960491197103,0.0063677049627244,0.9999750039307115,-9.581581254448398e-05,-0.00024893040975702065,0.0,0.0,0.007812960491197103,0.0063677049627244,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,256,64,32,1111326100,Q8_KV8,8,FP16,token64,64,0.012292018101017408,0.014552113115505845,0.9998932577271016,-0.00015216215946828917,-0.0003448020227930715,0.00941068650559318,0.009427136461832963,0.012291964308815366,0.014569249884934446,0.00020766209016326054,0.0005133270816187234,0.0002078144975166962,0.00020817159255788424,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,256,64,32,1111326100,Q8_KV5,5,FP16,token64,64,0.08077910245325512,0.11995295990068357,0.9936326777829209,0.0008693629416266842,0.0021640312399038085,0.0796313552370505,0.07966814173706427,0.08078077159788893,0.11993515104457235,0.00020469513994467284,0.00045820787849952413,0.00020206504456197975,0.00020028633436398215,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,256,64,32,1111326100,Q8_KV4,4,FP16,token64,64,0.17408696312620858,0.24837743811093543,0.9735696009002668,0.0009766019157508921,0.0031412830857452515,0.1683874716266793,0.16808565092426875,0.17408793995015417,0.2484286406114913,0.00019895844190504205,0.00048733327926165417,0.00019904359354557422,0.0001987168065595986,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,256,64,32,1111326100,Q8_KV3,3,FP16,token64,64,0.3432237687316174,0.4366830505562801,0.9007426307989649,-0.0014005530781426919,0.006898580522714622,0.3404224924270759,0.33997709434481843,0.34322466351851827,0.4367407238901039,0.00020007111631695253,0.00081107315948285,0.00019817644741641421,0.00019791833381357633,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,512,64,16,1705945749,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,512,64,16,1705945749,Q8_FP_KV,FP,none,none,64,0.011428970442392562,0.005996743841807768,0.9999604092168513,6.38508091582337e-05,-5.669130466626242e-05,0.0,0.0,0.011428970442392562,0.005996743841807768,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,512,64,16,1705945749,Q8_KV8,8,FP16,token64,64,0.01491569142818324,0.012034948723707705,0.9998877526433858,9.02833845502363e-06,-5.729677520793338e-05,0.00941258207703221,0.009394698437703389,0.014913384740642927,0.011843513969691244,0.0002090917136038406,0.0007056667856334349,0.00020849343070572,0.00020933658013766636,64.0,2.0,66.0,132.0,8.25
outliers_1pct_x10,512,64,16,1705945749,Q8_KV5,5,FP16,token64,64,0.0799441869115489,0.08302527947947354,0.9938345790553978,-0.0005332457055330432,-0.0004264444224997508,0.07971238405146831,0.07947006760346025,0.07994457987940767,0.08317481657825113,0.00019956337374293307,0.0006242272298926569,0.00020022919707694142,0.00020218300498162526,40.0,2.0,42.0,84.0,5.25
outliers_1pct_x10,512,64,16,1705945749,Q8_KV4,4,FP16,token64,64,0.1692435988396678,0.2566314149483289,0.9746877385037019,0.003191983520181642,-0.0015075735328287149,0.16855057053917344,0.16796586880420336,0.16924658308709645,0.2570997309678609,0.0001999804995794081,0.0008565442176816966,0.0001983322697928014,0.0001974694335166013,32.0,2.0,34.0,68.0,4.25
outliers_1pct_x10,512,64,16,1705945749,Q8_KV3,3,FP16,token64,64,0.33983924234415885,0.36065130901670034,0.9045542921712659,-0.0006189378721508736,-0.0037784989472713294,0.3404905237393646,0.33936576165146304,0.33984117152191756,0.36044413384037954,0.00019397610706304536,0.0009591526837789692,0.0001954208150406858,0.00019702532640972103,24.0,2.0,26.0,52.0,3.25
outliers_1pct_x10,1024,64,8,3018058170,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
outliers_1pct_x10,1024,64,8,3018058170,Q8_FP_KV,FP,none,none,64,0.011348692887048132,0.005473310524834016,0.9999836798503272,1.5349247352685163e-05,2.8389070185338914e-05,0.0,0.0,0.011348692887048132,0.005473310524834016,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
